0,1.1199308741054248,
1,2.072500437364821,
2,0.6402305040687576,
3,0.19831908332343642,
4,0.2714072408783117,
5,0.32338557063241996,
6,0.21550622766871483,
7,0.10496128043429442,
8,0.06549951673673739,
9,0.06991109571641237,
10,0.08390361275418,
11,0.08628385491159841,
12,0.07358993670120653,
13,0.05484105695857746,
14,0.04113377180144225,
15,0.03543334145972547,
16,0.03233296726256324,
17,0.027715040806361963,
18,0.022050913789528646,
19,0.01728103792140882,
20,0.01422115360749749,
21,0.012360698530831075,
22,0.010921198269211948,
23,0.010306967278772408,
24,0.011157365420087799,
25,0.01207818219959974,
26,0.011152158585002883,
