feature,shap_importance
Q44,0.2740729838944125
Q23,0.10033105122390835
Q32,0.08170533170533169
Q40_1,0.07043650793650792
Q8,0.0
Q29,0.0
Q30,0.0
Q31,0.0
Q5,0.0
Q6,0.0
Q7,0.0
Q1,0.0
Q9,0.0
Q27,0.0
Q36,0.0
Q35,0.0
Q34,0.0
Q33,0.0
Q15,0.0
Q16,0.0
Q28,0.0
Q25,0.0
Q26,0.0
Q_40_3,0.0
Q3,0.0
Q4,0.0
Q10_1,0.0
Q10_2,0.0
Q10_3,0.0
Q40_2,0.0
Q11,0.0
Q1.1,0.0
Q18,0.0
Q19,0.0
Q20,0.0
Q21,0.0
Q22,0.0
Q24,0.0
Q14,0.0
